height,grid position,latlon,pic,north neighbor,south neighbor,east neighbor,west neighbor,up neighbor,down neighbor,future neighbor,past neighbor,"[corn=1, Utility=NaN]","[-1, -1, -1, -1]"
33,"[14, 25]","[39.6467815, -82.8167938]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0028.JPG,"[13, 25]","[15, 25]","[14, 26]","[14, 24]","['Links/Photos_01JUN2018_67', [7, 12]]",[],"['Links/Photos_02Aug2018_33', '[14, 25]']",[],"[Latitude=39.6467809722, Longitude=-82.816798, BrightnessTotal=0.880964325913, exposureTime=0.003008, xResolution=640, yResolution=480, SaturationTotalRed=0.907604230494, SaturationTotalGreen=0.879207669526, SaturationTotalBlue=0.799156352124, time=0.501898148148, corn=1, Utility=0.6974850326350212]","['0.6179323870883403', '0.709340046556936', '0.708605491432766', '0.7012871947411062']"
33,"[14, 26]","[39.6467815, -82.816898]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0029.JPG,"[13, 26]","[15, 26]","[14, 27]","[14, 25]","['Links/Photos_01JUN2018_67', [7, 13]]",[],"['Links/Photos_02Aug2018_33', '[14, 26]']",[],"[Latitude=39.6467799444, Longitude=-82.8169029444, BrightnessTotal=0.923691342807, exposureTime=0.004051, xResolution=640, yResolution=480, SaturationTotalRed=0.941748761744, SaturationTotalGreen=0.923802159926, SaturationTotalBlue=0.855418913399, time=0.501990740741, corn=1, Utility=0.708605491432766]","['0.619121614276085', '0.7073916928892766', '0.7121517152174468', '0.6974850326350212']"
33,"[14, 27]","[39.6467815, -82.8170021]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0030.JPG,"[13, 27]","[15, 27]","[14, 28]","[14, 26]","['Links/Photos_01JUN2018_67', [7, 13]]",[],"['Links/Photos_02Aug2018_33', '[14, 27]']",[],"[Latitude=39.6467804722, Longitude=-82.8170068611, BrightnessTotal=0.936636087296, exposureTime=0.006632, xResolution=640, yResolution=480, SaturationTotalRed=0.952233060151, SaturationTotalGreen=0.93672864328, SaturationTotalBlue=0.878130527471, time=0.502071759259, corn=1, Utility=0.7121517152174468]","['0.6229893668487233', '0.7034819213701275', '0.714251948944851', '0.708605491432766']"
33,"[14, 28]","[39.6467815, -82.8171063]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0031.JPG,"[13, 28]","[15, 28]","[14, 29]","[14, 27]","['Links/Photos_01JUN2018_67', [7, 14]]",[],"['Links/Photos_02Aug2018_33', '[14, 28]']",[],"[Latitude=39.6467797222, Longitude=-82.81711175, BrightnessTotal=0.945041411945, exposureTime=0.008554, xResolution=640, yResolution=480, SaturationTotalRed=0.960655522365, SaturationTotalGreen=0.945052325878, SaturationTotalBlue=0.887375753166, time=0.502164351852, corn=1, Utility=0.714251948944851]","['0.6169591054514467', '0.7076160835160425', '0.7127379173985532', '0.7121517152174468']"
33,"[14, 29]","[39.6467815, -82.8172105]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0032.JPG,"[13, 29]","[15, 29]","[14, 30]","[14, 28]","['Links/Photos_01JUN2018_67', [7, 14]]",[],"['Links/Photos_02Aug2018_33', '[14, 29]']",[],"[Latitude=39.6467791944, Longitude=-82.8172165, BrightnessTotal=0.939919253189, exposureTime=0.008981, xResolution=640, yResolution=480, SaturationTotalRed=0.957996412888, SaturationTotalGreen=0.939542751736, SaturationTotalBlue=0.876951542075, time=0.50224537037, corn=1, Utility=0.7127379173985532]","['0.6220718149554892', '0.7082947621808083', '0.7054391630987232', '0.714251948944851']"
33,"[14, 30]","[39.6467815, -82.8173146]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0033.JPG,"[13, 30]","[15, 30]","[14, 31]","[14, 29]","['Links/Photos_01JUN2018_67', [7, 15]]",[],"['Links/Photos_02Aug2018_33', '[14, 30]']",[],"[Latitude=39.6467799722, Longitude=-82.8173193611, BrightnessTotal=0.912446246902, exposureTime=0.007552, xResolution=640, yResolution=480, SaturationTotalRed=0.93354713031, SaturationTotalGreen=0.911686734069, SaturationTotalBlue=0.841775505515, time=0.502326388889, corn=1, Utility=0.7054391630987232]","['0.6243565380225106', '0.7122322382344254', '0.7064959701882129', '0.7127379173985532']"
33,"[14, 31]","[39.6467815, -82.8174188]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0034.JPG,"[13, 31]","[15, 31]","[14, 32]","[14, 30]","['Links/Photos_01JUN2018_67', [7, 15]]",[],"['Links/Photos_02Aug2018_33', '[14, 31]']",[],"[Latitude=39.6467791944, Longitude=-82.8174228333, BrightnessTotal=0.916081410852, exposureTime=0.007001, xResolution=640, yResolution=480, SaturationTotalRed=0.935529079861, SaturationTotalGreen=0.915316967933, SaturationTotalBlue=0.851944648693, time=0.502418981481, corn=1, Utility=0.7064959701882129]","['0.6252932942648085', '0.7096358133699573', '0.7087270477313617', '0.7054391630987232']"
33,"[14, 32]","[39.6467815, -82.817523]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0035.JPG,"[13, 32]","[15, 32]","[14, 33]","[14, 31]","['Links/Photos_01JUN2018_67', [7, 16]]",[],"['Links/Photos_02Aug2018_33', '[14, 32]']",[],"[Latitude=39.6467786944, Longitude=-82.8175263333, BrightnessTotal=0.925116741815, exposureTime=0.006925, xResolution=640, yResolution=480, SaturationTotalRed=0.914334073734, SaturationTotalGreen=0.932921721814, SaturationTotalBlue=0.882479600694, time=0.5025, corn=1, Utility=0.7087270477313617]","['0.6234190131862127', '0.699468570795702', '0.7121734736562126', '0.7064959701882129']"
33,"[14, 33]","[39.6467815, -82.8176271]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0036.JPG,"[13, 33]","[15, 33]","[14, 34]","[14, 32]","['Links/Photos_01JUN2018_67', [7, 16]]",[],"['Links/Photos_02Aug2018_33', '[14, 33]']",[],"[Latitude=39.6467796389, Longitude=-82.8176283333, BrightnessTotal=0.938478228942, exposureTime=0.00735, xResolution=640, yResolution=480, SaturationTotalRed=0.959284160539, SaturationTotalGreen=0.937071244383, SaturationTotalBlue=0.876138391033, time=0.502592592593, corn=1, Utility=0.7121734736562126]","['0.6201836848128937', '0.7117384188865531', '0.707513975315234', '0.7087270477313617']"
33,"[14, 34]","[39.6467815, -82.8177313]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0037.JPG,"[13, 34]","[15, 34]","[14, 35]","[14, 33]","['Links/Photos_01JUN2018_67', [7, 17]]",[],"['Links/Photos_02Aug2018_33', '[14, 34]']",[],"[Latitude=39.64677925, Longitude=-82.8177351111, BrightnessTotal=0.920852422478, exposureTime=0.006147, xResolution=640, yResolution=480, SaturationTotalRed=0.940561440462, SaturationTotalGreen=0.919974137051, SaturationTotalBlue=0.856957797181, time=0.502673611111, corn=1, Utility=0.707513975315234]","['0.623661688397234', '0.7098216424615745', '0.7105993523630213', '0.7121734736562126']"
33,"[14, 35]","[39.6467815, -82.8178355]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0038.JPG,"[13, 35]","[15, 35]","[14, 36]","[14, 34]","['Links/Photos_01JUN2018_67', [7, 17]]",[],"['Links/Photos_02Aug2018_33', '[14, 35]']",[],"[Latitude=39.6467816111, Longitude=-82.8178404444, BrightnessTotal=0.932944989255, exposureTime=0.006181, xResolution=640, yResolution=480, SaturationTotalRed=0.949570108252, SaturationTotalGreen=0.932784313725, SaturationTotalBlue=0.873219464869, time=0.502766203704, corn=1, Utility=0.7105993523630213]","['0.6234287903772765', '0.7092154171195318', '0.7060271286946809', '0.707513975315234']"
33,"[14, 36]","[39.6467815, -82.8179397]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0039.JPG,"[13, 36]","[15, 36]","[14, 37]","[14, 35]","['Links/Photos_01JUN2018_67', [7, 18]]",[],"['Links/Photos_02Aug2018_33', '[14, 36]']",[],"[Latitude=39.6467811389, Longitude=-82.8179426944, BrightnessTotal=0.916065100359, exposureTime=0.005226, xResolution=640, yResolution=480, SaturationTotalRed=0.934964384191, SaturationTotalGreen=0.915697571998, SaturationTotalBlue=0.849724711499, time=0.502847222222, corn=1, Utility=0.7060271286946809]","['0.6234384123905957', '0.7039791442597872', '0.7007404233662979', '0.7105993523630213']"
33,"[14, 37]","[39.6467815, -82.8180438]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0040.JPG,"[13, 37]","[15, 37]","[14, 38]","[14, 36]","['Links/Photos_01JUN2018_67', [7, 18]]",[],"['Links/Photos_02Aug2018_33', '[14, 37]']",[],"[Latitude=39.6467794444, Longitude=-82.81805025, BrightnessTotal=0.896490386485, exposureTime=0.003964, xResolution=640, yResolution=480, SaturationTotalRed=0.919204133476, SaturationTotalGreen=0.895513773999, SaturationTotalBlue=0.821775696998, time=0.502928240741, corn=1, Utility=0.7007404233662979]","['0.6177449420051063', '0.7102144839277872', '0.7052689912599576', '0.7060271286946809']"
33,"[14, 38]","[39.6467815, -82.818148]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0041.JPG,"[13, 38]","[15, 38]","[14, 39]","[14, 37]","['Links/Photos_01JUN2018_67', [7, 19]]",[],"['Links/Photos_02Aug2018_33', '[14, 38]']",[],"[Latitude=39.6467806944, Longitude=-82.8181555, BrightnessTotal=0.914182959448, exposureTime=0.003158, xResolution=640, yResolution=480, SaturationTotalRed=0.936418619792, SaturationTotalGreen=0.913144454657, SaturationTotalBlue=0.842126008476, time=0.503020833333, corn=1, Utility=0.7052689912599576]","['0.621873017935234', '0.7056337519453618', '0.7082091107157447', '0.7007404233662979']"
33,"[14, 39]","[39.6467815, -82.8182522]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0042.JPG,"[13, 39]","[15, 39]","[14, 40]","[14, 38]","['Links/Photos_01JUN2018_67', [7, 19]]",[],"['Links/Photos_02Aug2018_33', '[14, 39]']",[],"[Latitude=39.6467796389, Longitude=-82.8182573056, BrightnessTotal=0.924895690418, exposureTime=0.003141, xResolution=640, yResolution=480, SaturationTotalRed=0.947689427594, SaturationTotalGreen=0.92305200674, SaturationTotalBlue=0.859522633272, time=0.503101851852, corn=1, Utility=0.7082091107157447]","['0.6187877125504254', '0.7115308517997021', '0.702728995326298', '0.7052689912599576']"
33,"[14, 40]","[39.6467815, -82.8183563]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0043.JPG,"[13, 40]","[15, 40]","[14, 41]","[14, 39]","['Links/Photos_01JUN2018_67', [7, 20]]",[],"['Links/Photos_02Aug2018_33', '[14, 40]']",[],"[Latitude=39.6467809722, Longitude=-82.8183645833, BrightnessTotal=0.903368775728, exposureTime=0.002344, xResolution=640, yResolution=480, SaturationTotalRed=0.934647620507, SaturationTotalGreen=0.89880249183, SaturationTotalBlue=0.834232358047, time=0.50318287037, corn=1, Utility=0.702728995326298]","['0.6203448220875319', '0.7055968988068084', '0.7114411507644255', '0.7082091107157447']"
33,"[14, 41]","[39.6467815, -82.8184605]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0044.JPG,"[13, 41]","[15, 41]","[14, 42]","[14, 40]","['Links/Photos_01JUN2018_67', [7, 20]]",[],"['Links/Photos_02Aug2018_33', '[14, 41]']",[],"[Latitude=39.6467814444, Longitude=-82.8184691667, BrightnessTotal=0.936540896527, exposureTime=0.00321, xResolution=640, yResolution=480, SaturationTotalRed=0.95822875817, SaturationTotalGreen=0.934053193934, SaturationTotalBlue=0.882471660539, time=0.503275462963, corn=1, Utility=0.7114411507644255]","['0.6152010216390638', '0.7085394590458723', '0.7083968002798724', '0.702728995326298']"
33,"[14, 42]","[39.6467815, -82.8185647]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0045.JPG,"[13, 42]","[15, 42]","[14, 43]","[14, 41]","['Links/Photos_01JUN2018_67', [7, 21]]",[],"['Links/Photos_02Aug2018_33', '[14, 42]']",[],"[Latitude=39.64678025, Longitude=-82.8185734444, BrightnessTotal=0.925143027956, exposureTime=0.003407, xResolution=640, yResolution=480, SaturationTotalRed=0.947160832823, SaturationTotalGreen=0.922712545956, SaturationTotalBlue=0.86915197355, time=0.503356481481, corn=1, Utility=0.7083968002798724]","['0.6240027074154043', '0.7106893935057873', '0.7003813669888936', '0.7114411507644255']"
33,"[14, 43]","[39.6467815, -82.8186688]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0046.JPG,"[13, 43]","[15, 43]",[],"[14, 42]","['Links/Photos_01JUN2018_67', [7, 21]]",[],"['Links/Photos_02Aug2018_33', '[14, 43]']",[],"[Latitude=39.6467800833, Longitude=-82.81867225, BrightnessTotal=0.896282560442, exposureTime=0.002773, xResolution=640, yResolution=480, SaturationTotalRed=0.921838541667, SaturationTotalGreen=0.894169602737, SaturationTotalBlue=0.822856298509, time=0.5034375, corn=1, Utility=0.7003813669888936]","['0.613246729810383', '0.7150038228311064', -1, '0.7083968002798724']"
33,"[15, 0]","[39.6466745, -82.8141896]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0090.JPG,"[14, 0]","[16, 0]","[15, 1]",[],"['Links/Photos_01JUN2018_67', [7, 0]]",[],"['Links/Photos_02Aug2018_33', '[15, 0]']",[],"[Latitude=39.6466731944, Longitude=-82.8142005278, BrightnessTotal=0.884924720896, exposureTime=0.002911, xResolution=640, yResolution=480, SaturationTotalRed=0.908829044118, SaturationTotalGreen=0.884332529105, SaturationTotalBlue=0.80110692402, time=0.507291666667, corn=1, Utility=0.6937535883655744]","['0.7013686569977446', '0.6962425330837874', '0.700281354584468', -1]"
33,"[15, 1]","[39.6466745, -82.8142937]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0089.JPG,"[14, 1]","[16, 1]","[15, 2]","[15, 0]","['Links/Photos_01JUN2018_67', [7, 0]]",[],"['Links/Photos_02Aug2018_33', '[15, 1]']",[],"[Latitude=39.6466740278, Longitude=-82.8142991389, BrightnessTotal=0.909123439183, exposureTime=0.005031, xResolution=640, yResolution=480, SaturationTotalRed=0.926630425347, SaturationTotalGreen=0.909769569547, SaturationTotalBlue=0.837054483252, time=0.507210648148, corn=1, Utility=0.700281354584468]","['0.7044028011277447', '0.6981531291045107', '0.6931416448798724', '0.6937535883655744']"
33,"[15, 2]","[39.6466745, -82.8143979]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0088.JPG,"[14, 2]","[16, 2]","[15, 3]","[15, 1]","['Links/Photos_01JUN2018_67', [7, 1]]",[],"['Links/Photos_02Aug2018_33', '[15, 2]']",[],"[Latitude=39.646674, Longitude=-82.8144009722, BrightnessTotal=0.88130469811, exposureTime=0.003817, xResolution=640, yResolution=480, SaturationTotalRed=0.903223549837, SaturationTotalGreen=0.880916207108, SaturationTotalBlue=0.803135914522, time=0.507118055556, corn=1, Utility=0.6931416448798724]","['0.7068812831247661', '0.6923090214000001', '0.7000483776741276', '0.700281354584468']"
33,"[15, 3]","[39.6466745, -82.8145021]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0087.JPG,"[14, 3]","[16, 3]","[15, 4]","[15, 2]","['Links/Photos_01JUN2018_67', [7, 1]]",[],"['Links/Photos_02Aug2018_33', '[15, 3]']",[],"[Latitude=39.6466725556, Longitude=-82.8145066111, BrightnessTotal=0.906882670378, exposureTime=0.004442, xResolution=640, yResolution=480, SaturationTotalRed=0.927814721201, SaturationTotalGreen=0.9061023029, SaturationTotalBlue=0.837081099367, time=0.507025462963, corn=1, Utility=0.7000483776741276]","['0.7037175030605958', '0.6979741178186808', '0.6997417882840424', '0.6931416448798724']"
33,"[15, 4]","[39.6466745, -82.8146062]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0086.JPG,"[14, 4]","[16, 4]","[15, 5]","[15, 3]","['Links/Photos_01JUN2018_67', [7, 2]]",[],"['Links/Photos_02Aug2018_33', '[15, 4]']",[],"[Latitude=39.6466746944, Longitude=-82.8146118889, BrightnessTotal=0.905344565934, exposureTime=0.004589, xResolution=640, yResolution=480, SaturationTotalRed=0.92665710529, SaturationTotalGreen=0.904434883068, SaturationTotalBlue=0.835463745915, time=0.50693287037, corn=1, Utility=0.6997417882840424]","['0.705354603016383', '0.6970221176754468', '0.7035517613591064', '0.7000483776741276']"
33,"[15, 5]","[39.6466745, -82.8147104]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0085.JPG,"[14, 5]","[16, 5]","[15, 6]","[15, 4]","['Links/Photos_01JUN2018_67', [7, 2]]",[],"['Links/Photos_02Aug2018_33', '[15, 5]']",[],"[Latitude=39.6466767222, Longitude=-82.8147213056, BrightnessTotal=0.919834802557, exposureTime=0.005398, xResolution=640, yResolution=480, SaturationTotalRed=0.937793734681, SaturationTotalGreen=0.919835656658, SaturationTotalBlue=0.853138148489, time=0.506840277778, corn=1, Utility=0.7035517613591064]","['0.7036299924129361', '0.6968320243371063', '0.7052413503558297', '0.6997417882840424']"
33,"[15, 6]","[39.6466745, -82.8148146]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0084.JPG,"[14, 6]","[16, 6]","[15, 7]","[15, 5]","['Links/Photos_01JUN2018_67', [7, 3]]",[],"['Links/Photos_02Aug2018_33', '[15, 6]']",[],"[Latitude=39.6466743056, Longitude=-82.8148208056, BrightnessTotal=0.926429804819, exposureTime=0.004977, xResolution=640, yResolution=480, SaturationTotalRed=0.942315767974, SaturationTotalGreen=0.927183759702, SaturationTotalBlue=0.859567976409, time=0.506759259259, corn=1, Utility=0.7052413503558297]","['0.7058671542715319', '0.6973941252639574', '0.6965909343147659', '0.7035517613591064']"
33,"[15, 7]","[39.6466745, -82.8149187]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0083.JPG,"[14, 7]","[16, 7]","[15, 8]","[15, 6]","['Links/Photos_01JUN2018_67', [7, 3]]",[],"['Links/Photos_02Aug2018_33', '[15, 7]']",[],"[Latitude=39.6466723889, Longitude=-82.8149283333, BrightnessTotal=0.89350904487, exposureTime=0.003407, xResolution=640, yResolution=480, SaturationTotalRed=0.916517629187, SaturationTotalGreen=0.892924121732, SaturationTotalBlue=0.813251404208, time=0.506666666667, corn=1, Utility=0.6965909343147659]","['0.7056593084591489', '0.6939315711054042', '0.6994457235087232', '0.7052413503558297']"
33,"[15, 8]","[39.6466745, -82.8150229]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0082.JPG,"[14, 8]","[16, 8]","[15, 9]","[15, 7]","['Links/Photos_01JUN2018_67', [7, 4]]",[],"['Links/Photos_02Aug2018_33', '[15, 8]']",[],"[Latitude=39.646673, Longitude=-82.8150348333, BrightnessTotal=0.90405067469, exposureTime=0.003715, xResolution=640, yResolution=480, SaturationTotalRed=0.926032641442, SaturationTotalGreen=0.903577550551, SaturationTotalBlue=0.826693767872, time=0.506574074074, corn=1, Utility=0.6994457235087232]","['0.7053232325451915', '0.6974536846028511', '0.704922514243617', '0.6965909343147659']"
33,"[15, 9]","[39.6466745, -82.8151271]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0081.JPG,"[14, 9]","[16, 9]","[15, 10]","[15, 8]","['Links/Photos_01JUN2018_67', [7, 4]]",[],"['Links/Photos_02Aug2018_33', '[15, 9]']",[],"[Latitude=39.6466741389, Longitude=-82.8151398056, BrightnessTotal=0.924640537543, exposureTime=0.004639, xResolution=640, yResolution=480, SaturationTotalRed=0.942252425449, SaturationTotalGreen=0.925124553207, SaturationTotalBlue=0.85401012306, time=0.506481481481, corn=1, Utility=0.704922514243617]","['0.705084711594851', '0.6940444149814468', '0.7033379168553616', '0.6994457235087232']"
33,"[15, 10]","[39.6466745, -82.8152313]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0080.JPG,"[14, 10]","[16, 10]","[15, 11]","[15, 9]","['Links/Photos_01JUN2018_67', [7, 5]]",[],"['Links/Photos_02Aug2018_33', '[15, 10]']",[],"[Latitude=39.6466743333, Longitude=-82.8152443333, BrightnessTotal=0.918265573034, exposureTime=0.004897, xResolution=640, yResolution=480, SaturationTotalRed=0.937542790033, SaturationTotalGreen=0.918345639297, SaturationTotalBlue=0.845533675449, time=0.506388888889, corn=1, Utility=0.7033379168553616]","['0.7045283052339575', '0.6966232250971489', '0.703588685750468', '0.704922514243617']"
33,"[15, 11]","[39.6466745, -82.8153354]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0079.JPG,"[14, 11]","[16, 11]","[15, 12]","[15, 10]","['Links/Photos_01JUN2018_67', [7, 5]]",[],"['Links/Photos_02Aug2018_33', '[15, 11]']",[],"[Latitude=39.646675, Longitude=-82.8153476111, BrightnessTotal=0.918434506809, exposureTime=0.004897, xResolution=640, yResolution=480, SaturationTotalRed=0.940021165237, SaturationTotalGreen=0.917537007251, SaturationTotalBlue=0.847398348141, time=0.506296296296, corn=1, Utility=0.703588685750468]","['0.715553332188085', '0.6952284083145532', '0.7044755961270637', '0.7033379168553616']"
33,"[15, 12]","[39.6466745, -82.8154396]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0078.JPG,"[14, 12]","[16, 12]","[15, 13]","[15, 11]","['Links/Photos_01JUN2018_67', [7, 6]]",[],"['Links/Photos_02Aug2018_33', '[15, 12]']",[],"[Latitude=39.6466737778, Longitude=-82.8154469444, BrightnessTotal=0.921412079624, exposureTime=0.004977, xResolution=640, yResolution=480, SaturationTotalRed=0.94271105239, SaturationTotalGreen=0.920464307598, SaturationTotalBlue=0.852070465686, time=0.506215277778, corn=1, Utility=0.7044755961270637]","['0.7124179160264255', '0.6980290510356596', '0.7059558210831914', '0.703588685750468']"
33,"[15, 13]","[39.6466745, -82.8155438]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0077.JPG,"[14, 13]","[16, 13]","[15, 14]","[15, 12]","['Links/Photos_01JUN2018_67', [7, 6]]",[],"['Links/Photos_02Aug2018_33', '[15, 13]']",[],"[Latitude=39.6466724722, Longitude=-82.8155524444, BrightnessTotal=0.926849335094, exposureTime=0.005141, xResolution=640, yResolution=480, SaturationTotalRed=0.945691789216, SaturationTotalGreen=0.926589907578, SaturationTotalBlue=0.859585797079, time=0.506122685185, corn=1, Utility=0.7059558210831914]","['0.7136095845664255', '0.6967328113243829', '0.7053642483051489', '0.7044755961270637']"
33,"[15, 14]","[39.6466745, -82.8156479]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0076.JPG,"[14, 14]","[16, 14]","[15, 15]","[15, 13]","['Links/Photos_01JUN2018_67', [7, 7]]",[],"['Links/Photos_02Aug2018_33', '[15, 14]']",[],"[Latitude=39.6466730278, Longitude=-82.8156546667, BrightnessTotal=0.924498656422, exposureTime=0.004639, xResolution=640, yResolution=480, SaturationTotalRed=0.942971596712, SaturationTotalGreen=0.924488294016, SaturationTotalBlue=0.855937308517, time=0.506041666667, corn=1, Utility=0.7053642483051489]","['0.7055989640880852', '0.6965717005114469', '0.7096622132447233', '0.7059558210831914']"
33,"[15, 15]","[39.6466745, -82.8157521]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0075.JPG,"[14, 15]","[16, 15]","[15, 16]","[15, 14]","['Links/Photos_01JUN2018_67', [7, 7]]",[],"['Links/Photos_02Aug2018_33', '[15, 15]']",[],"[Latitude=39.6466743611, Longitude=-82.8157578333, BrightnessTotal=0.940122285397, exposureTime=0.005427, xResolution=640, yResolution=480, SaturationTotalRed=0.95508642259, SaturationTotalGreen=0.940588796977, SaturationTotalBlue=0.880001416973, time=0.505949074074, corn=1, Utility=0.7096622132447233]","['0.709099186215915', '0.6985531635633617', '0.7069310966832765', '0.7053642483051489']"
33,"[15, 16]","[39.6466745, -82.8158563]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0074.JPG,"[14, 16]","[16, 16]","[15, 17]","[15, 15]","['Links/Photos_01JUN2018_67', [7, 8]]",[],"['Links/Photos_02Aug2018_33', '[15, 16]']",[],"[Latitude=39.6466741389, Longitude=-82.8158616389, BrightnessTotal=0.929690456605, exposureTime=0.004923, xResolution=640, yResolution=480, SaturationTotalRed=0.946282769097, SaturationTotalGreen=0.930030713848, SaturationTotalBlue=0.864625548917, time=0.505856481481, corn=1, Utility=0.7069310966832765]","['0.6972523004897021', '0.6987760821178297', '0.7053343903550213', '0.7096622132447233']"
33,"[15, 17]","[39.6466745, -82.8159604]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0073.JPG,"[14, 17]","[16, 17]","[15, 18]","[15, 16]","['Links/Photos_01JUN2018_67', [7, 8]]",[],"['Links/Photos_02Aug2018_33', '[15, 17]']",[],"[Latitude=39.6466749167, Longitude=-82.8159666944, BrightnessTotal=0.924207205147, exposureTime=0.00304, xResolution=640, yResolution=480, SaturationTotalRed=0.941158994587, SaturationTotalGreen=0.925089741626, SaturationTotalBlue=0.851765599469, time=0.505763888889, corn=1, Utility=0.7053343903550213]","['0.703340024431319', '0.6938971090493616', '0.6995971440560425', '0.7069310966832765']"
33,"[15, 18]","[39.6466745, -82.8160646]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0072.JPG,"[14, 18]","[16, 18]","[15, 19]","[15, 17]","['Links/Photos_01JUN2018_67', [7, 9]]",[],"['Links/Photos_02Aug2018_33', '[15, 18]']",[],"[Latitude=39.6466729722, Longitude=-82.8160746111, BrightnessTotal=0.902836804578, exposureTime=0.002598, xResolution=640, yResolution=480, SaturationTotalRed=0.926475349775, SaturationTotalGreen=0.902561708538, SaturationTotalBlue=0.81664282067, time=0.50568287037, corn=1, Utility=0.6995971440560425]","['0.6961310631956171', '0.6918318585348937', '0.6949069149311914', '0.7053343903550213']"
33,"[15, 19]","[39.6466745, -82.8161688]",/data/chumley/tmp/Photos_01JUN2018//North_Path/Images/33.6Feet/Sorte_8/DJI_0071.JPG,"[14, 19]","[16, 19]","[15, 20]","[15, 18]","['Links/Photos_01JUN2018_67', [7, 9]]",[],"['Links/Photos_02Aug2018_33', '[15, 19]']",[],"[Latitude=39.6466731111, Longitude=-82.8161728611, BrightnessTotal=0.884825610488, exposureTime=0.002319, xResolution=640, yResolution=480, SaturationTotalRed=0.912814670139, SaturationTotalGreen=0.883635531556, SaturationTotalBlue=0.791191023284, time=0.505590277778, corn=1, Utility=0.6949069149311914]","['0.702640841670383', '0.6960107780389787', '0.700877699727702', '0.6995971440560425']"
