height,grid position,latlon,pic,north neighbor,south neighbor,east neighbor,west neighbor,up neighbor,down neighbor,future neighbor,past neighbor,"[corn=1, Utility=NaN]","[-1, -1, -1, -1]"
33,"[28, 8]","[39.6452842, -82.8150229]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0009.JPG,"[27, 8]","[29, 8]","[28, 9]","[28, 7]","['Links/Photos_01JUN2018_67', [14, 4]]",[],"['Links/Photos_02Aug2018_33', '[28, 8]']",[],"[Latitude=39.6452871111, Longitude=-82.8150217778, BrightnessTotal=0.816090752149, exposureTime=0.001867, xResolution=640, yResolution=480, SaturationTotalRed=0.853321461397, SaturationTotalGreen=0.812913922079, SaturationTotalBlue=0.705912888072, time=0.613842592593, corn=1, Utility=0.584832709622766]","['0.5985483575723404', '0.6025288393537447', '0.6344781219629787', '0.658745290754383']"
33,"[28, 9]","[39.6452842, -82.8151271]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0010.JPG,"[27, 9]","[29, 9]","[28, 10]","[28, 8]","['Links/Photos_01JUN2018_67', [14, 4]]",[],"['Links/Photos_02Aug2018_33', '[28, 9]']",[],"[Latitude=39.6452820833, Longitude=-82.8151228611, BrightnessTotal=0.80024856803, exposureTime=0.00157, xResolution=640, yResolution=480, SaturationTotalRed=0.837571525225, SaturationTotalGreen=0.795452716503, SaturationTotalBlue=0.708178883272, time=0.551585648148, corn=1, Utility=0.6344781219629787]","['0.604076063959617', '0.6082679082172767', '0.6367064474992765', '0.584832709622766']"
33,"[28, 10]","[39.6452842, -82.8152313]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0011.JPG,"[27, 10]","[29, 10]","[28, 11]","[28, 9]","['Links/Photos_01JUN2018_67', [14, 5]]",[],"['Links/Photos_02Aug2018_33', '[28, 10]']",[],"[Latitude=39.6452818611, Longitude=-82.8152248889, BrightnessTotal=0.808542571782, exposureTime=0.001613, xResolution=640, yResolution=480, SaturationTotalRed=0.848253114788, SaturationTotalGreen=0.802593979779, SaturationTotalBlue=0.71969152114, time=0.551678240741, corn=1, Utility=0.6367064474992765]","['0.6052649120083403', '0.5746997995989361', '0.6354706128611063', '0.6344781219629787']"
33,"[28, 11]","[39.6452842, -82.8153354]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0012.JPG,"[27, 11]","[29, 11]","[28, 12]","[28, 10]","['Links/Photos_01JUN2018_67', [14, 5]]",[],"['Links/Photos_02Aug2018_33', '[28, 11]']",[],"[Latitude=39.6452835556, Longitude=-82.8153332778, BrightnessTotal=0.804260810978, exposureTime=0.001649, xResolution=640, yResolution=480, SaturationTotalRed=0.842057942708, SaturationTotalGreen=0.799017386642, SaturationTotalBlue=0.715349788092, time=0.551782407407, corn=1, Utility=0.6354706128611063]","['0.6026395781520851', '0.5823482385934042', '0.6272995072902978', '0.6367064474992765']"
33,"[28, 12]","[39.6452842, -82.8154396]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0013.JPG,"[27, 12]","[29, 12]","[28, 13]","[28, 11]","['Links/Photos_01JUN2018_67', [14, 6]]",[],"['Links/Photos_02Aug2018_33', '[28, 12]']",[],"[Latitude=39.6452843056, Longitude=-82.8154381667, BrightnessTotal=0.773512432652, exposureTime=0.00144, xResolution=640, yResolution=480, SaturationTotalRed=0.815556564032, SaturationTotalGreen=0.767462175756, SaturationTotalBlue=0.675482383578, time=0.551875, corn=1, Utility=0.6272995072902978]","['0.6029592747939149', '0.5779974737591065', '0.6252910870066382', '0.6354706128611063']"
33,"[28, 13]","[39.6452842, -82.8155438]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0014.JPG,"[27, 13]","[29, 13]","[28, 14]","[28, 12]","['Links/Photos_01JUN2018_67', [14, 6]]",[],"['Links/Photos_02Aug2018_33', '[28, 13]']",[],"[Latitude=39.6452836389, Longitude=-82.8155447222, BrightnessTotal=0.76599335444, exposureTime=0.001463, xResolution=640, yResolution=480, SaturationTotalRed=0.801623187296, SaturationTotalGreen=0.761957963133, SaturationTotalBlue=0.671899701287, time=0.551956018519, corn=1, Utility=0.6252910870066382]","['0.6032046705660425', '0.5818503850849787', '0.6303003241547658', '0.6272995072902978']"
33,"[28, 14]","[39.6452842, -82.8156479]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0015.JPG,"[27, 14]","[29, 14]","[28, 15]","[28, 13]","['Links/Photos_01JUN2018_67', [14, 7]]",[],"['Links/Photos_02Aug2018_33', '[28, 14]']",[],"[Latitude=39.6452843056, Longitude=-82.8156476111, BrightnessTotal=0.785511014668, exposureTime=0.001658, xResolution=640, yResolution=480, SaturationTotalRed=0.818645603554, SaturationTotalGreen=0.782025084252, SaturationTotalBlue=0.695826108047, time=0.552048611111, corn=1, Utility=0.6303003241547658]","['0.6001790861184255', '0.5800154170182978', '0.6198259887438723', '0.6252910870066382']"
33,"[28, 15]","[39.6452842, -82.8157521]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0016.JPG,"[27, 15]","[29, 15]","[28, 16]","[28, 14]","['Links/Photos_01JUN2018_67', [14, 7]]",[],"['Links/Photos_02Aug2018_33', '[28, 15]']",[],"[Latitude=39.6452833889, Longitude=-82.81575175, BrightnessTotal=0.745101267653, exposureTime=0.001448, xResolution=640, yResolution=480, SaturationTotalRed=0.777884165645, SaturationTotalGreen=0.741874361724, SaturationTotalBlue=0.653440997753, time=0.55212962963, corn=1, Utility=0.6198259887438723]","['0.6048097209312766', '0.5816814740060425', '0.6276373201594894', '0.6303003241547658']"
33,"[28, 16]","[39.6452842, -82.8158563]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0017.JPG,"[27, 16]","[29, 16]","[28, 17]","[28, 15]","['Links/Photos_01JUN2018_67', [14, 8]]",[],"['Links/Photos_02Aug2018_33', '[28, 16]']",[],"[Latitude=39.6452833611, Longitude=-82.8158573056, BrightnessTotal=0.77492744984, exposureTime=0.001658, xResolution=640, yResolution=480, SaturationTotalRed=0.806494472529, SaturationTotalGreen=0.771483698427, SaturationTotalBlue=0.691160947712, time=0.552222222222, corn=1, Utility=0.6276373201594894]","['0.604615649623234', '0.581140896356', '0.6139668010094043', '0.6198259887438723']"
33,"[28, 17]","[39.6452842, -82.8159604]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0018.JPG,"[27, 17]","[29, 17]","[28, 18]","[28, 16]","['Links/Photos_01JUN2018_67', [14, 8]]",[],"['Links/Photos_02Aug2018_33', '[28, 17]']",[],"[Latitude=39.6452844722, Longitude=-82.8159618333, BrightnessTotal=0.726135537704, exposureTime=0.001455, xResolution=640, yResolution=480, SaturationTotalRed=0.701210988562, SaturationTotalGreen=0.741324805964, SaturationTotalBlue=0.653342230903, time=0.552303240741, corn=1, Utility=0.6139668010094043]","['0.5914011858566808', '0.5863206665425105', '0.6281187639996596', '0.6276373201594894']"
33,"[28, 18]","[39.6452842, -82.8160646]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0019.JPG,"[27, 18]","[29, 18]","[28, 19]","[28, 17]","['Links/Photos_01JUN2018_67', [14, 9]]",[],"['Links/Photos_02Aug2018_33', '[28, 18]']",[],"[Latitude=39.6452837222, Longitude=-82.81606625, BrightnessTotal=0.77733900621, exposureTime=0.001788, xResolution=640, yResolution=480, SaturationTotalRed=0.807928844975, SaturationTotalGreen=0.774162734886, SaturationTotalBlue=0.694599022161, time=0.552395833333, corn=1, Utility=0.6281187639996596]","['0.5941742946299573', '0.6143795457030639', '0.5878162558103831', '0.6139668010094043']"
33,"[28, 19]","[39.6452842, -82.8161688]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0020.JPG,"[27, 19]","[29, 19]","[28, 20]","[28, 18]","['Links/Photos_01JUN2018_67', [14, 9]]",[],"['Links/Photos_02Aug2018_33', '[28, 19]']",[],"[Latitude=39.6452823889, Longitude=-82.8161690833, BrightnessTotal=0.82849676631, exposureTime=0.002344, xResolution=640, yResolution=480, SaturationTotalRed=0.854319648693, SaturationTotalGreen=0.827119549122, SaturationTotalBlue=0.745363625919, time=0.614930555556, corn=1, Utility=0.5878162558103831]","['0.587403523179149', '0.584932079656766', '0.5827611527972342', '0.6281187639996596']"
33,"[28, 20]","[39.6452842, -82.8162729]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0021.JPG,"[27, 20]","[29, 20]","[28, 21]","[28, 19]","['Links/Photos_01JUN2018_67', [14, 10]]",[],"['Links/Photos_02Aug2018_33', '[28, 20]']",[],"[Latitude=39.6452840278, Longitude=-82.81627325, BrightnessTotal=0.809181136272, exposureTime=0.002092, xResolution=640, yResolution=480, SaturationTotalRed=0.834474315768, SaturationTotalGreen=0.808071627349, SaturationTotalBlue=0.725029220282, time=0.615011574074, corn=1, Utility=0.5827611527972342]","['0.5730408445170212', '0.6133230469758724', '0.6202810760722979', '0.5878162558103831']"
33,"[28, 21]","[39.6452842, -82.8163771]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0022.JPG,"[27, 21]","[29, 21]","[28, 22]","[28, 20]","['Links/Photos_01JUN2018_67', [14, 10]]",[],"['Links/Photos_02Aug2018_33', '[28, 21]']",[],"[Latitude=39.6452825, Longitude=-82.8163739444, BrightnessTotal=0.74699544193, exposureTime=0.001579, xResolution=640, yResolution=480, SaturationTotalRed=0.783511144301, SaturationTotalGreen=0.741649203431, SaturationTotalBlue=0.663930836397, time=0.552673611111, corn=1, Utility=0.6202810760722979]","['0.5901973651242127', '0.5810358701805106', '0.6110260092379148', '0.5827611527972342']"
33,"[28, 22]","[39.6452842, -82.8164813]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0023.JPG,"[27, 22]","[29, 22]","[28, 23]","[28, 21]","['Links/Photos_01JUN2018_67', [14, 11]]",[],"['Links/Photos_02Aug2018_33', '[28, 22]']",[],"[Latitude=39.6452836667, Longitude=-82.8164821667, BrightnessTotal=0.712002738783, exposureTime=0.001327, xResolution=640, yResolution=480, SaturationTotalRed=0.747365451389, SaturationTotalGreen=0.707534709457, SaturationTotalBlue=0.623295432496, time=0.55275462963, corn=1, Utility=0.6110260092379148]","['0.5787910561209788', '0.5815273680674469', '0.5812280722352341', '0.6202810760722979']"
33,"[28, 23]","[39.6452842, -82.8165855]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0024.JPG,"[27, 23]","[29, 23]","[28, 24]","[28, 22]","['Links/Photos_01JUN2018_67', [14, 11]]",[],"['Links/Photos_02Aug2018_33', '[28, 23]']",[],"[Latitude=39.64528425, Longitude=-82.8165821667, BrightnessTotal=0.803471429054, exposureTime=0.002104, xResolution=640, yResolution=480, SaturationTotalRed=0.828857600592, SaturationTotalGreen=0.801962124694, SaturationTotalBlue=0.72341272212, time=0.615289351852, corn=1, Utility=0.5812280722352341]","['0.5924595010742553', '0.584079905602383', '0.6072508560910638', '0.6110260092379148']"
33,"[28, 24]","[39.6452842, -82.8166896]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0025.JPG,"[27, 24]","[29, 24]","[28, 25]","[28, 23]","['Links/Photos_01JUN2018_67', [14, 12]]",[],"['Links/Photos_02Aug2018_33', '[28, 24]']",[],"[Latitude=39.6452825833, Longitude=-82.8166907778, BrightnessTotal=0.69922834673, exposureTime=0.001356, xResolution=640, yResolution=480, SaturationTotalRed=0.683284466912, SaturationTotalGreen=0.710437538297, SaturationTotalBlue=0.637552887561, time=0.552928240741, corn=1, Utility=0.6072508560910638]","['0.6059586964399574', '0.6266797902188085', '0.5624950632145106', '0.5812280722352341']"
33,"[28, 25]","[39.6452842, -82.8167938]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0026.JPG,"[27, 25]","[29, 25]","[28, 26]","[28, 24]","['Links/Photos_01JUN2018_67', [14, 12]]",[],"['Links/Photos_02Aug2018_33', '[28, 25]']",[],"[Latitude=39.6452832222, Longitude=-82.8167923056, BrightnessTotal=0.734635891365, exposureTime=0.001778, xResolution=640, yResolution=480, SaturationTotalRed=0.760703699449, SaturationTotalGreen=0.735078405842, SaturationTotalBlue=0.628434946895, time=0.615474537037, corn=1, Utility=0.5624950632145106]","['0.5969860323381703', '0.5881950767425105', '0.6213382539487233', '0.6072508560910638']"
33,"[28, 26]","[39.6452842, -82.816898]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0027.JPG,"[27, 26]","[29, 26]","[28, 27]","[28, 25]","['Links/Photos_01JUN2018_67', [14, 13]]",[],"['Links/Photos_02Aug2018_33', '[28, 26]']",[],"[Latitude=39.6452821111, Longitude=-82.8169008889, BrightnessTotal=0.749272580826, exposureTime=0.001528, xResolution=640, yResolution=480, SaturationTotalRed=0.70514672692, SaturationTotalGreen=0.764363038705, SaturationTotalBlue=0.746158496732, time=0.553101851852, corn=1, Utility=0.6213382539487233]","['0.6069914208811914', '0.6274794199960849', '0.6198165876627234', '0.5624950632145106']"
33,"[28, 27]","[39.6452842, -82.8170021]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0028.JPG,"[27, 27]","[29, 27]","[28, 28]","[28, 26]","['Links/Photos_01JUN2018_67', [14, 13]]",[],"['Links/Photos_02Aug2018_33', '[28, 27]']",[],"[Latitude=39.6452834722, Longitude=-82.8170035833, BrightnessTotal=0.742524020294, exposureTime=0.001528, xResolution=640, yResolution=480, SaturationTotalRed=0.695359426062, SaturationTotalGreen=0.757657947815, SaturationTotalBlue=0.748989264195, time=0.553194444444, corn=1, Utility=0.6198165876627234]","['0.5754407924693191', '0.5877506465683404', '0.6271230468460426', '0.6213382539487233']"
33,"[28, 28]","[39.6452842, -82.8171063]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0029.JPG,"[27, 28]","[29, 28]","[28, 29]","[28, 27]","['Links/Photos_01JUN2018_67', [14, 14]]",[],"['Links/Photos_02Aug2018_33', '[28, 28]']",[],"[Latitude=39.6452841667, Longitude=-82.8171076667, BrightnessTotal=0.776702358133, exposureTime=0.001613, xResolution=640, yResolution=480, SaturationTotalRed=0.813644633374, SaturationTotalGreen=0.771781709559, SaturationTotalBlue=0.68736744281, time=0.553275462963, corn=1, Utility=0.6271230468460426]","['0.5872400987334894', '0.591181588018468', '0.6192630160651915', '0.6198165876627234']"
33,"[28, 29]","[39.6452842, -82.8172105]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0030.JPG,"[27, 29]","[29, 29]","[28, 30]","[28, 28]","['Links/Photos_01JUN2018_67', [14, 14]]",[],"['Links/Photos_02Aug2018_33', '[28, 29]']",[],"[Latitude=39.6452840278, Longitude=-82.8172166389, BrightnessTotal=0.745513770693, exposureTime=0.001285, xResolution=640, yResolution=480, SaturationTotalRed=0.785238830167, SaturationTotalGreen=0.739285437092, SaturationTotalBlue=0.658976409314, time=0.553368055556, corn=1, Utility=0.6192630160651915]","['0.6009101290066383', '0.6342574484081276', '0.6190374729621276', '0.6271230468460426']"
33,"[28, 30]","[39.6452842, -82.8173146]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0031.JPG,"[27, 30]","[29, 30]","[28, 31]","[28, 29]","['Links/Photos_01JUN2018_67', [14, 15]]",[],"['Links/Photos_02Aug2018_33', '[28, 30]']",[],"[Latitude=39.6452830556, Longitude=-82.8173160278, BrightnessTotal=0.743483128912, exposureTime=0.001141, xResolution=640, yResolution=480, SaturationTotalRed=0.794291921977, SaturationTotalGreen=0.732952907986, SaturationTotalBlue=0.658667879391, time=0.553449074074, corn=1, Utility=0.6190374729621276]","['0.6047813154916171', '0.5933873153380425', '0.6367084989202978', '0.6192630160651915']"
33,"[28, 31]","[39.6452842, -82.8174188]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0032.JPG,"[27, 31]","[29, 31]","[28, 32]","[28, 30]","['Links/Photos_01JUN2018_67', [14, 15]]",[],"['Links/Photos_02Aug2018_33', '[28, 31]']",[],"[Latitude=39.6452812222, Longitude=-82.8174196667, BrightnessTotal=0.806881248705, exposureTime=0.001479, xResolution=640, yResolution=480, SaturationTotalRed=0.782122370302, SaturationTotalGreen=0.814441712623, SaturationTotalBlue=0.816043747447, time=0.553530092593, corn=1, Utility=0.6367084989202978]","['0.6013971880153616', '0.5782264386567659', '0.641169140541702', '0.6190374729621276']"
33,"[28, 32]","[39.6452842, -82.817523]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0033.JPG,"[27, 32]","[29, 32]","[28, 33]","[28, 31]","['Links/Photos_01JUN2018_67', [14, 16]]",[],"['Links/Photos_02Aug2018_33', '[28, 32]']",[],"[Latitude=39.6452846389, Longitude=-82.8175216389, BrightnessTotal=0.824472828498, exposureTime=0.001528, xResolution=640, yResolution=480, SaturationTotalRed=0.811002514808, SaturationTotalGreen=0.828911317913, SaturationTotalBlue=0.826596188215, time=0.553622685185, corn=1, Utility=0.641169140541702]","['0.6016728276087661', '0.6314699592964255', '0.6476943367282554', '0.6367084989202978']"
33,"[28, 33]","[39.6452842, -82.8176271]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0034.JPG,"[27, 33]","[29, 33]","[28, 34]","[28, 32]","['Links/Photos_01JUN2018_67', [14, 16]]",[],"['Links/Photos_02Aug2018_33', '[28, 33]']",[],"[Latitude=39.645283, Longitude=-82.8176296111, BrightnessTotal=0.855478020774, exposureTime=0.001553, xResolution=640, yResolution=480, SaturationTotalRed=0.910551572712, SaturationTotalGreen=0.843106783599, SaturationTotalBlue=0.775030050041, time=0.553715277778, corn=1, Utility=0.6476943367282554]","['0.5995484342913617', '0.6386195475740426', '0.6476589441895744', '0.641169140541702']"
33,"[28, 34]","[39.6452842, -82.8177313]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0035.JPG,"[27, 34]","[29, 34]","[28, 35]","[28, 33]","['Links/Photos_01JUN2018_67', [14, 17]]",[],"['Links/Photos_02Aug2018_33', '[28, 34]']",[],"[Latitude=39.6452871389, Longitude=-82.8177334167, BrightnessTotal=0.849387067911, exposureTime=0.001667, xResolution=640, yResolution=480, SaturationTotalRed=0.832539126328, SaturationTotalGreen=0.854022824755, SaturationTotalBlue=0.861187959559, time=0.553796296296, corn=1, Utility=0.6476589441895744]","['0.6038844831753192', '0.5962983626107234', '0.6245983531665106', '0.6476943367282554']"
33,"[28, 35]","[39.6452842, -82.8178355]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0036.JPG,"[27, 35]","[29, 35]","[28, 36]","[28, 34]","['Links/Photos_01JUN2018_67', [14, 17]]",[],"['Links/Photos_02Aug2018_33', '[28, 35]']",[],"[Latitude=39.6452842778, Longitude=-82.81783375, BrightnessTotal=0.761214052079, exposureTime=0.001092, xResolution=640, yResolution=480, SaturationTotalRed=0.749523029003, SaturationTotalGreen=0.765659364788, SaturationTotalBlue=0.757014527165, time=0.553888888889, corn=1, Utility=0.6245983531665106]","['0.6049057705818298', '0.6138529274381702', '0.5943964960753617', '0.6476589441895744']"
33,"[28, 36]","[39.6452842, -82.8179397]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0037.JPG,"[27, 36]","[29, 36]","[28, 37]","[28, 35]","['Links/Photos_01JUN2018_67', [14, 18]]",[],"['Links/Photos_02Aug2018_33', '[28, 36]']",[],"[Latitude=39.64528325, Longitude=-82.8179329722, BrightnessTotal=0.861351430754, exposureTime=0.00237, xResolution=640, yResolution=480, SaturationTotalRed=0.888844566993, SaturationTotalGreen=0.860654118158, SaturationTotalBlue=0.763931347018, time=0.616458333333, corn=1, Utility=0.5943964960753617]","['0.5960355865119573', '0.5867260746974042', '0.6290481566564682', '0.6245983531665106']"
33,"[28, 37]","[39.6452842, -82.8180438]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0038.JPG,"[27, 37]","[29, 37]","[28, 38]","[28, 36]","['Links/Photos_01JUN2018_67', [14, 18]]",[],"['Links/Photos_02Aug2018_33', '[28, 37]']",[],"[Latitude=39.6452856389, Longitude=-82.81804, BrightnessTotal=0.785761894898, exposureTime=0.001409, xResolution=640, yResolution=480, SaturationTotalRed=0.82922154565, SaturationTotalGreen=0.778200380413, SaturationTotalBlue=0.69917407067, time=0.5540625, corn=1, Utility=0.6290481566564682]","['0.5998880909625958', '0.5819009235990639', '0.629228693541617', '0.5943964960753617']"
33,"[28, 38]","[39.6452842, -82.818148]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0039.JPG,"[27, 38]","[29, 38]","[28, 39]","[28, 37]","['Links/Photos_01JUN2018_67', [14, 19]]",[],"['Links/Photos_02Aug2018_33', '[28, 38]']",[],"[Latitude=39.6452815833, Longitude=-82.8181453889, BrightnessTotal=0.786267500227, exposureTime=0.001335, xResolution=640, yResolution=480, SaturationTotalRed=0.831030305351, SaturationTotalGreen=0.778003714767, SaturationTotalBlue=0.702139629289, time=0.554155092593, corn=1, Utility=0.629228693541617]","['0.597660516692', '0.5909794891305107', '0.627622062052468', '0.6290481566564682']"
33,"[28, 39]","[39.6452842, -82.8182522]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0040.JPG,"[27, 39]","[29, 39]","[28, 40]","[28, 38]","['Links/Photos_01JUN2018_67', [14, 19]]",[],"['Links/Photos_02Aug2018_33', '[28, 39]']",[],"[Latitude=39.6452837222, Longitude=-82.8182535556, BrightnessTotal=0.77985316476, exposureTime=0.001401, xResolution=640, yResolution=480, SaturationTotalRed=0.821482702717, SaturationTotalGreen=0.772324129391, SaturationTotalBlue=0.700474354065, time=0.554236111111, corn=1, Utility=0.627622062052468]","['0.5901659489185532', '0.5767740274414893', '0.5795897623608937', '0.629228693541617']"
33,"[28, 40]","[39.6452842, -82.8183563]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0041.JPG,"[27, 40]","[29, 40]","[28, 41]","[28, 39]","['Links/Photos_01JUN2018_67', [14, 20]]",[],"['Links/Photos_02Aug2018_33', '[28, 40]']",[],"[Latitude=39.6452853333, Longitude=-82.8183490833, BrightnessTotal=0.80485189939, exposureTime=0.001971, xResolution=640, yResolution=480, SaturationTotalRed=0.826035143484, SaturationTotalGreen=0.806175347222, SaturationTotalBlue=0.709704337725, time=0.616805555556, corn=1, Utility=0.5795897623608937]","['0.5901206147227234', '0.6052690819168085', '0.5857101031711914', '0.627622062052468']"
33,"[28, 41]","[39.6452842, -82.8184605]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_3/DJI_0042.JPG,"[27, 41]","[29, 41]","[28, 42]","[28, 40]","['Links/Photos_01JUN2018_67', [14, 20]]",[],"['Links/Photos_02Aug2018_33', '[28, 41]']",[],"[Latitude=39.6452851111, Longitude=-82.8184513611, BrightnessTotal=0.827805014101, exposureTime=0.002092, xResolution=640, yResolution=480, SaturationTotalRed=0.851011961295, SaturationTotalGreen=0.827785615809, SaturationTotalBlue=0.739937768076, time=0.616898148148, corn=1, Utility=0.5857101031711914]","['0.6009158163717447', '0.6121389474470211', '0.6213629297893191', '0.5795897623608937']"
33,"[28, 42]","[39.6452842, -82.8185647]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0043.JPG,"[27, 42]","[29, 42]","[28, 43]","[28, 41]","['Links/Photos_01JUN2018_67', [14, 21]]",[],"['Links/Photos_02Aug2018_33', '[28, 42]']",[],"[Latitude=39.6452790556, Longitude=-82.8185666944, BrightnessTotal=0.757216985512, exposureTime=0.001198, xResolution=640, yResolution=480, SaturationTotalRed=0.794609055862, SaturationTotalGreen=0.751570823121, SaturationTotalBlue=0.67401282935, time=0.554490740741, corn=1, Utility=0.6213629297893191]","['0.5897022922307659', '0.5828234296658298', '0.6199915931613192', '0.5857101031711914']"
33,"[28, 43]","[39.6452842, -82.8186688]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0044.JPG,"[27, 43]","[29, 43]",[],"[28, 42]","['Links/Photos_01JUN2018_67', [14, 21]]",[],"['Links/Photos_02Aug2018_33', '[28, 43]']",[],"[Latitude=39.6452793889, Longitude=-82.8186719167, BrightnessTotal=0.750743672061, exposureTime=0.001166, xResolution=640, yResolution=480, SaturationTotalRed=0.800224162582, SaturationTotalGreen=0.740496310764, SaturationTotalBlue=0.668517616422, time=0.554583333333, corn=1, Utility=0.6199915931613192]","['0.5965199691358298', '0.6221937490022978', -1, '0.6213629297893191']"
33,"[29, 0]","[39.6451772, -82.8141896]",[],"[28, 0]","[30, 0]","[29, 1]",[],"['Links/Photos_01JUN2018_67', [14, 0]]",[],"['Links/Photos_02Aug2018_33', '[29, 0]']",[],"[corn=1, Utility=NaN]","[-1, -1, -1, -1]"
33,"[29, 1]","[39.6451772, -82.8142937]",[],"[28, 1]","[30, 1]","[29, 2]","[29, 0]","['Links/Photos_01JUN2018_67', [14, 0]]",[],"['Links/Photos_02Aug2018_33', '[29, 1]']",[],"[corn=1, Utility=NaN]","[-1, -1, -1, -1]"
33,"[29, 2]","[39.6451772, -82.8143979]",[],"[28, 2]","[30, 2]","[29, 3]","[29, 1]","['Links/Photos_01JUN2018_67', [14, 1]]",[],"['Links/Photos_02Aug2018_33', '[29, 2]']",[],"[corn=1, Utility=NaN]","[-1, '0.6085599355660001', '0.6129891601497446', -1]"
33,"[29, 3]","[39.6451772, -82.8145021]",/data/chumley/tmp/Photos_01JUN2018//Center_Path/Images/33.6Feet/Sorte_5/DJI_0084.JPG,"[28, 3]","[30, 3]","[29, 4]","[29, 2]","['Links/Photos_01JUN2018_67', [14, 1]]",[],"['Links/Photos_02Aug2018_33', '[29, 3]']",[],"[Latitude=39.6451745833, Longitude=-82.8146003611, BrightnessTotal=0.741341321557, exposureTime=0.00144, xResolution=640, yResolution=480, SaturationTotalRed=0.775730302798, SaturationTotalGreen=0.739035207312, SaturationTotalBlue=0.631965047998, time=0.558275462963, corn=1, Utility=0.6129891601497446]","['0.6252661010216171', -1, '0.5807505282685532', -1]"
