height,grid position,latlon,pic,north neighbor,south neighbor,east neighbor,west neighbor,up neighbor,down neighbor,future neighbor,past neighbor,[Utility=NaN],"[-1, -1, -1, -1]"
33,"[0, 0]","[39.6482787, -82.8141896]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0002.JPG,[],[],"[0, 1]",[],"['Links/Photos_02Aug2018_67', [0, 0]]",[],"['Links/Photos_20AUG2018_33', '[0, 0]']","['Links/Photos_01JUN2018_33', '[0, 0]']","[Latitude=39.6478435833, Longitude=-82.814195, BrightnessTotal=0.66968636917, exposureTime=0.002475, xResolution=4000, yResolution=3000, SaturationTotalRed=0.672845452288, SaturationTotalGreen=0.687863715033, SaturationTotalBlue=0.427422791503, time=0.590578703704, GreenIndex=70.7627306667, LAI=0.0705386666667, Utility=573.1353545238238]","[-1, -1, '69.559008', -1]"
33,"[0, 1]","[39.6482787, -82.8142937]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0003.JPG,[],"[1, 1]","[0, 2]","[0, 0]","['Links/Photos_02Aug2018_67', [0, 0]]",[],"['Links/Photos_20AUG2018_33', '[0, 1]']","['Links/Photos_01JUN2018_33', '[0, 1]']","[Latitude=39.6478511389, Longitude=-82.8142915556, BrightnessTotal=0.67422221857, exposureTime=0.002584, xResolution=4000, yResolution=3000, SaturationTotalRed=0.676400434967, SaturationTotalGreen=0.692415216993, SaturationTotalBlue=0.437601037582, time=0.590671296296, GreenIndex=69.559008, LAI=0.066016, Utility=563.3888555256626]","[-1, -1, '69.9310826667', '70.7627306667']"
33,"[0, 2]","[39.6482787, -82.8143979]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0004.JPG,[],"[1, 2]","[0, 3]","[0, 1]","['Links/Photos_02Aug2018_67', [0, 1]]",[],"['Links/Photos_20AUG2018_33', '[0, 2]']","['Links/Photos_01JUN2018_33', '[0, 2]']","[Latitude=39.6478504722, Longitude=-82.8143918611, BrightnessTotal=0.66198720382, exposureTime=0.002598, xResolution=4000, yResolution=3000, SaturationTotalRed=0.658580354902, SaturationTotalGreen=0.681564869608, SaturationTotalBlue=0.432297144118, time=0.590752314815, GreenIndex=69.9310826667, LAI=0.0783466666667, Utility=566.4010204403545]","[-1, -1, '64.7888693333', '69.559008']"
33,"[0, 3]","[39.6482787, -82.8145021]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0005.JPG,[],"[1, 3]","[0, 4]","[0, 2]","['Links/Photos_02Aug2018_67', [0, 1]]",[],"['Links/Photos_20AUG2018_33', '[0, 3]']","['Links/Photos_01JUN2018_33', '[0, 3]']","[Latitude=39.6478521111, Longitude=-82.8144956111, BrightnessTotal=0.665291953329, exposureTime=0.003316, xResolution=4000, yResolution=3000, SaturationTotalRed=0.65416489085, SaturationTotalGreen=0.685584843464, SaturationTotalBlue=0.464844649673, time=0.590844907407, GreenIndex=64.7888693333, LAI=0.0839413333333, Utility=524.7639911368084]","[-1, -1, '63.0601173333', '69.9310826667']"
33,"[0, 4]","[39.6482787, -82.8146062]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0006.JPG,[],"[1, 4]","[0, 5]","[0, 3]","['Links/Photos_02Aug2018_67', [0, 2]]",[],"['Links/Photos_20AUG2018_33', '[0, 4]']","['Links/Photos_01JUN2018_33', '[0, 4]']","[Latitude=39.6478524167, Longitude=-82.8145994167, BrightnessTotal=0.65860763929, exposureTime=0.003425, xResolution=4000, yResolution=3000, SaturationTotalRed=0.644415136601, SaturationTotalGreen=0.679192441503, SaturationTotalBlue=0.468473801961, time=0.590925925926, GreenIndex=63.0601173333, LAI=0.087248, Utility=510.7657224216956]","[-1, -1, '63.1589066667', '64.7888693333']"
33,"[0, 5]","[39.6482787, -82.8147104]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0007.JPG,[],"[1, 5]","[0, 6]","[0, 4]","['Links/Photos_02Aug2018_67', [0, 2]]",[],"['Links/Photos_20AUG2018_33', '[0, 5]']","['Links/Photos_01JUN2018_33', '[0, 5]']","[Latitude=39.64785275, Longitude=-82.8147023611, BrightnessTotal=0.648254212171, exposureTime=0.003316, xResolution=4000, yResolution=3000, SaturationTotalRed=0.632749348039, SaturationTotalGreen=0.669125153268, SaturationTotalBlue=0.459596395752, time=0.591018518519, GreenIndex=63.1589066667, LAI=0.0897653333333, Utility=511.56512169929704]","[-1, -1, '63.6594773333', '63.0601173333']"
33,"[0, 6]","[39.6482787, -82.8148146]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0008.JPG,[],"[1, 6]","[0, 7]","[0, 5]","['Links/Photos_02Aug2018_67', [0, 3]]",[],"['Links/Photos_20AUG2018_33', '[0, 6]']","['Links/Photos_01JUN2018_33', '[0, 6]']","[Latitude=39.6478525278, Longitude=-82.8148071667, BrightnessTotal=0.654978812073, exposureTime=0.00328, xResolution=4000, yResolution=3000, SaturationTotalRed=0.639004405229, SaturationTotalGreen=0.676103606863, SaturationTotalBlue=0.46531630915, time=0.591111111111, GreenIndex=63.6594773333, LAI=0.0938666666667, Utility=515.6186273023096]","[-1, -1, '72.123552', '63.1589066667']"
33,"[0, 7]","[39.6482787, -82.8149187]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0009.JPG,[],"[1, 7]","[0, 8]","[0, 6]","['Links/Photos_02Aug2018_67', [0, 3]]",[],"['Links/Photos_20AUG2018_33', '[0, 7]']","['Links/Photos_01JUN2018_33', '[0, 7]']","[Latitude=39.6478512778, Longitude=-82.8149121389, BrightnessTotal=0.661630341627, exposureTime=0.002641, xResolution=4000, yResolution=3000, SaturationTotalRed=0.655132740196, SaturationTotalGreen=0.682427385621, SaturationTotalBlue=0.428988908497, time=0.59119212963, GreenIndex=72.123552, LAI=0.094576, Utility=584.1536809511465]","[-1, -1, '69.987152', '63.6594773333']"
33,"[0, 8]","[39.6482787, -82.8150229]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0010.JPG,[],"[1, 8]","[0, 9]","[0, 7]","['Links/Photos_02Aug2018_67', [0, 4]]",[],"['Links/Photos_20AUG2018_33', '[0, 8]']","['Links/Photos_01JUN2018_33', '[0, 8]']","[Latitude=39.64785175, Longitude=-82.8150162778, BrightnessTotal=0.679081594517, exposureTime=0.002818, xResolution=4000, yResolution=3000, SaturationTotalRed=0.674353967974, SaturationTotalGreen=0.699084694771, SaturationTotalBlue=0.451324200654, time=0.591284722222, GreenIndex=69.987152, LAI=0.0851893333333, Utility=566.8557758154049]","[-1, -1, '68.2915573333', '72.123552']"
33,"[0, 9]","[39.6482787, -82.8151271]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0011.JPG,[],"[1, 9]","[0, 10]","[0, 8]","['Links/Photos_02Aug2018_67', [0, 4]]",[],"['Links/Photos_20AUG2018_33', '[0, 9]']","['Links/Photos_01JUN2018_33', '[0, 9]']","[Latitude=39.6478540278, Longitude=-82.8151201389, BrightnessTotal=0.671811192233, exposureTime=0.002927, xResolution=4000, yResolution=3000, SaturationTotalRed=0.664953626797, SaturationTotalGreen=0.691916823529, SaturationTotalBlue=0.452987355882, time=0.591365740741, GreenIndex=68.2915573333, LAI=0.095248, Utility=553.1259539260574]","[-1, -1, '64.3888106667', '69.987152']"
33,"[0, 10]","[39.6482787, -82.8152313]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0012.JPG,[],"[1, 10]","[0, 11]","[0, 9]","['Links/Photos_02Aug2018_67', [0, 5]]",[],"['Links/Photos_20AUG2018_33', '[0, 10]']","['Links/Photos_01JUN2018_33', '[0, 10]']","[Latitude=39.6478538611, Longitude=-82.8152273611, BrightnessTotal=0.664885284967, exposureTime=0.003175, xResolution=4000, yResolution=3000, SaturationTotalRed=0.654183637255, SaturationTotalGreen=0.684991178105, SaturationTotalBlue=0.465088018301, time=0.591458333333, GreenIndex=64.3888106667, LAI=0.0947466666667, Utility=521.5245378034161]","[-1, -1, '64.659792', '68.2915573333']"
33,"[0, 11]","[39.6482787, -82.8153354]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0013.JPG,[],"[1, 11]","[0, 12]","[0, 10]","['Links/Photos_02Aug2018_67', [0, 5]]",[],"['Links/Photos_20AUG2018_33', '[0, 11]']","['Links/Photos_01JUN2018_33', '[0, 11]']","[Latitude=39.6478518333, Longitude=-82.8153283889, BrightnessTotal=0.672775519988, exposureTime=0.003519, xResolution=4000, yResolution=3000, SaturationTotalRed=0.657461310131, SaturationTotalGreen=0.694058966013, SaturationTotalBlue=0.478759455556, time=0.591550925926, GreenIndex=64.659792, LAI=0.090432, Utility=523.7191059738715]","[-1, -1, '66.933792', '64.3888106667']"
33,"[0, 12]","[39.6482787, -82.8154396]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0014.JPG,[],"[1, 12]","[0, 13]","[0, 11]","['Links/Photos_02Aug2018_67', [0, 6]]",[],"['Links/Photos_20AUG2018_33', '[0, 12]']","['Links/Photos_01JUN2018_33', '[0, 12]']","[Latitude=39.6478555278, Longitude=-82.8154295278, BrightnessTotal=0.6611067314, exposureTime=0.00304, xResolution=4000, yResolution=3000, SaturationTotalRed=0.648518259804, SaturationTotalGreen=0.68222774085, SaturationTotalBlue=0.455165440523, time=0.591631944444, GreenIndex=66.933792, LAI=0.098576, Utility=542.1314056092833]","[-1, -1, '65.210096', '64.659792']"
33,"[0, 13]","[39.6482787, -82.8155438]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0015.JPG,[],"[1, 13]","[0, 14]","[0, 12]","['Links/Photos_02Aug2018_67', [0, 6]]",[],"['Links/Photos_20AUG2018_33', '[0, 13]']","['Links/Photos_01JUN2018_33', '[0, 13]']","[Latitude=39.6478533889, Longitude=-82.8155386944, BrightnessTotal=0.710677179398, exposureTime=0.005516, xResolution=4000, yResolution=3000, SaturationTotalRed=0.68727235915, SaturationTotalGreen=0.734076533987, SaturationTotalBlue=0.526772691503, time=0.591724537037, GreenIndex=65.210096, LAI=0.0436533333333, Utility=528.1768555658468]","[-1, -1, '64.679344', '66.933792']"
33,"[0, 14]","[39.6482787, -82.8156479]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0016.JPG,[],"[1, 14]","[0, 15]","[0, 13]","['Links/Photos_02Aug2018_67', [0, 7]]",[],"['Links/Photos_20AUG2018_33', '[0, 14]']","['Links/Photos_01JUN2018_33', '[0, 14]']","[Latitude=39.6478509444, Longitude=-82.815641, BrightnessTotal=0.694179527197, exposureTime=0.006316, xResolution=4000, yResolution=3000, SaturationTotalRed=0.663923446078, SaturationTotalGreen=0.718910237582, SaturationTotalBlue=0.521915533987, time=0.59181712963, GreenIndex=64.679344, LAI=0.0371413333333, Utility=523.8785015806205]","[-1, -1, '65.406608', '65.210096']"
33,"[0, 15]","[39.6482787, -82.8157521]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0017.JPG,[],"[1, 15]","[0, 16]","[0, 14]","['Links/Photos_02Aug2018_67', [0, 7]]",[],"['Links/Photos_20AUG2018_33', '[0, 15]']","['Links/Photos_01JUN2018_33', '[0, 15]']","[Latitude=39.647854, Longitude=-82.8157452222, BrightnessTotal=0.648785940521, exposureTime=0.003675, xResolution=4000, yResolution=3000, SaturationTotalRed=0.631283487255, SaturationTotalGreen=0.67063827549, SaturationTotalBlue=0.45534359281, time=0.591909722222, GreenIndex=65.406608, LAI=0.08712, Utility=529.7649670342727]","[-1, -1, '62.9918613333', '64.679344']"
33,"[0, 16]","[39.6482787, -82.8158563]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0018.JPG,[],"[1, 16]","[0, 17]","[0, 15]","['Links/Photos_02Aug2018_67', [0, 8]]",[],"['Links/Photos_20AUG2018_33', '[0, 16]']","['Links/Photos_01JUN2018_33', '[0, 16]']","[Latitude=39.6478534444, Longitude=-82.8158508333, BrightnessTotal=0.659087507533, exposureTime=0.003538, xResolution=4000, yResolution=3000, SaturationTotalRed=0.644030346078, SaturationTotalGreen=0.679855735621, SaturationTotalBlue=0.470492642484, time=0.592002314815, GreenIndex=62.9918613333, LAI=0.08696, Utility=510.21289820445736]","[-1, -1, '61.6027306667', '65.406608']"
33,"[0, 17]","[39.6482787, -82.8159604]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0019.JPG,[],"[1, 17]","[0, 18]","[0, 16]","['Links/Photos_02Aug2018_67', [0, 8]]",[],"['Links/Photos_20AUG2018_33', '[0, 17]']","['Links/Photos_01JUN2018_33', '[0, 17]']","[Latitude=39.6478543333, Longitude=-82.8159515278, BrightnessTotal=0.652736962646, exposureTime=0.0035, xResolution=4000, yResolution=3000, SaturationTotalRed=0.63547792549, SaturationTotalGreen=0.673657610458, SaturationTotalBlue=0.472105914052, time=0.592083333333, GreenIndex=61.6027306667, LAI=0.0917066666667, Utility=498.96460285320865]","[-1, -1, '60.6922026667', '62.9918613333']"
33,"[0, 18]","[39.6482787, -82.8160646]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0020.JPG,[],"[1, 18]","[0, 19]","[0, 17]","['Links/Photos_02Aug2018_67', [0, 9]]",[],"['Links/Photos_20AUG2018_33', '[0, 18]']","['Links/Photos_01JUN2018_33', '[0, 18]']","[Latitude=39.6478526944, Longitude=-82.8160566111, BrightnessTotal=0.66771901314, exposureTime=0.003616, xResolution=4000, yResolution=3000, SaturationTotalRed=0.652707937908, SaturationTotalGreen=0.687963130719, SaturationTotalBlue=0.487043410458, time=0.592175925926, GreenIndex=60.6922026667, LAI=0.0770773333333, Utility=491.59263173846136]","[-1, -1, '60.0917706667', '61.6027306667']"
33,"[0, 19]","[39.6482787, -82.8161688]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0021.JPG,[],"[1, 19]","[0, 20]","[0, 18]","['Links/Photos_02Aug2018_67', [0, 9]]",[],"['Links/Photos_20AUG2018_33', '[0, 19]']","['Links/Photos_01JUN2018_33', '[0, 19]']","[Latitude=39.6478535556, Longitude=-82.8161625278, BrightnessTotal=0.646048914591, exposureTime=0.003425, xResolution=4000, yResolution=3000, SaturationTotalRed=0.630548534314, SaturationTotalGreen=0.666183161438, SaturationTotalBlue=0.468003526144, time=0.592268518519, GreenIndex=60.0917706667, LAI=0.089648, Utility=486.72978282020466]","[-1, -1, '60.2315733333', '60.6922026667']"
33,"[0, 20]","[39.6482787, -82.8162729]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0022.JPG,[],"[1, 20]","[0, 21]","[0, 19]","['Links/Photos_02Aug2018_67', [0, 10]]",[],"['Links/Photos_20AUG2018_33', '[0, 20]']","['Links/Photos_01JUN2018_33', '[0, 20]']","[Latitude=39.64785275, Longitude=-82.81626825, BrightnessTotal=0.665358041386, exposureTime=0.003858, xResolution=4000, yResolution=3000, SaturationTotalRed=0.649126994118, SaturationTotalGreen=0.68576735098, SaturationTotalBlue=0.487955552941, time=0.592349537037, GreenIndex=60.2315733333, LAI=0.073216, Utility=487.86271470916154]","[-1, -1, '62.4564586667', '60.0917706667']"
33,"[0, 21]","[39.6482787, -82.8163771]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0023.JPG,[],"[1, 21]","[0, 22]","[0, 20]","['Links/Photos_02Aug2018_67', [0, 10]]",[],"['Links/Photos_20AUG2018_33', '[0, 21]']","['Links/Photos_01JUN2018_33', '[0, 21]']","[Latitude=39.6478533056, Longitude=-82.8163725556, BrightnessTotal=0.655046280431, exposureTime=0.003655, xResolution=4000, yResolution=3000, SaturationTotalRed=0.639252370915, SaturationTotalGreen=0.675850095098, SaturationTotalBlue=0.469231816667, time=0.59244212963, GreenIndex=62.4564586667, LAI=0.0873066666667, Utility=505.8774032164483]","[-1, -1, '63.1967466667', '60.2315733333']"
33,"[0, 22]","[39.6482787, -82.8164813]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0024.JPG,[],"[1, 22]","[0, 23]","[0, 21]","['Links/Photos_02Aug2018_67', [0, 11]]",[],"['Links/Photos_20AUG2018_33', '[0, 22]']","['Links/Photos_01JUN2018_33', '[0, 22]']","[Latitude=39.6478524167, Longitude=-82.8164787778, BrightnessTotal=0.655896256808, exposureTime=0.003577, xResolution=4000, yResolution=3000, SaturationTotalRed=0.640511338235, SaturationTotalGreen=0.676786093137, SaturationTotalBlue=0.466893089869, time=0.592523148148, GreenIndex=63.1967466667, LAI=0.0878026666667, Utility=511.8716443969936]","[-1, -1, '65.5285013333', '62.4564586667']"
33,"[0, 23]","[39.6482787, -82.8165855]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0025.JPG,[],"[1, 23]","[0, 24]","[0, 22]","['Links/Photos_02Aug2018_67', [0, 11]]",[],"['Links/Photos_20AUG2018_33', '[0, 23]']","['Links/Photos_01JUN2018_33', '[0, 23]']","[Latitude=39.6478516389, Longitude=-82.8165830833, BrightnessTotal=0.659045463993, exposureTime=0.003388, xResolution=4000, yResolution=3000, SaturationTotalRed=0.644499373203, SaturationTotalGreen=0.680287425163, SaturationTotalBlue=0.460911984641, time=0.592615740741, GreenIndex=65.5285013333, LAI=0.090144, Utility=530.7523227017018]","[-1, -1, '67.4269653333', '63.1967466667']"
33,"[0, 24]","[39.6482787, -82.8166896]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0026.JPG,[],"[1, 24]","[0, 25]","[0, 23]","['Links/Photos_02Aug2018_67', [0, 12]]",[],"['Links/Photos_20AUG2018_33', '[0, 24]']","['Links/Photos_01JUN2018_33', '[0, 24]']","[Latitude=39.6478508611, Longitude=-82.8166873889, BrightnessTotal=0.672083165342, exposureTime=0.0035, xResolution=4000, yResolution=3000, SaturationTotalRed=0.655763170588, SaturationTotalGreen=0.694234359804, SaturationTotalBlue=0.470049823203, time=0.592696759259, GreenIndex=67.4269653333, LAI=0.086096, Utility=546.1250825503193]","[-1, -1, '67.3532586667', '65.5285013333']"
33,"[0, 25]","[39.6482787, -82.8167938]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0027.JPG,[],"[1, 25]","[0, 26]","[0, 24]","['Links/Photos_02Aug2018_67', [0, 12]]",[],"['Links/Photos_20AUG2018_33', '[0, 25]']","['Links/Photos_01JUN2018_33', '[0, 25]']","[Latitude=39.6478521667, Longitude=-82.8167927778, BrightnessTotal=0.670980526599, exposureTime=0.00337, xResolution=4000, yResolution=3000, SaturationTotalRed=0.655084657843, SaturationTotalGreen=0.693018475163, SaturationTotalBlue=0.468466830392, time=0.592789351852, GreenIndex=67.3532586667, LAI=0.0852213333333, Utility=545.528197499645]","[-1, -1, '66.1876106667', '67.4269653333']"
33,"[0, 26]","[39.6482787, -82.816898]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0028.JPG,[],"[1, 26]","[0, 27]","[0, 25]","['Links/Photos_02Aug2018_67', [0, 13]]",[],"['Links/Photos_20AUG2018_33', '[0, 26]']","['Links/Photos_01JUN2018_33', '[0, 26]']","[Latitude=39.6478524167, Longitude=-82.8168971944, BrightnessTotal=0.656915646843, exposureTime=0.003192, xResolution=4000, yResolution=3000, SaturationTotalRed=0.641768989869, SaturationTotalGreen=0.678440081046, SaturationTotalBlue=0.457357867647, time=0.59287037037, GreenIndex=66.1876106667, LAI=0.0837706666667, Utility=536.0890815641432]","[-1, -1, '63.2692053333', '67.3532586667']"
33,"[0, 27]","[39.6482787, -82.8170021]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0029.JPG,[],"[1, 27]","[0, 28]","[0, 26]","['Links/Photos_02Aug2018_67', [0, 13]]",[],"['Links/Photos_20AUG2018_33', '[0, 27]']","['Links/Photos_01JUN2018_33', '[0, 27]']","[Latitude=39.6478515833, Longitude=-82.8169973333, BrightnessTotal=0.665042889233, exposureTime=0.003715, xResolution=4000, yResolution=3000, SaturationTotalRed=0.647520691176, SaturationTotalGreen=0.686464213725, SaturationTotalBlue=0.479165127124, time=0.592962962963, GreenIndex=63.2692053333, LAI=0.0782026666667, Utility=512.4587396983034]","[-1, -1, '60.8770506667', '66.1876106667']"
33,"[0, 28]","[39.6482787, -82.8171063]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0030.JPG,[],"[1, 28]","[0, 29]","[0, 27]","['Links/Photos_02Aug2018_67', [0, 14]]",[],"['Links/Photos_20AUG2018_33', '[0, 28]']","['Links/Photos_01JUN2018_33', '[0, 28]']","[Latitude=39.6478504722, Longitude=-82.8171038333, BrightnessTotal=0.655602663381, exposureTime=0.003964, xResolution=4000, yResolution=3000, SaturationTotalRed=0.634954689542, SaturationTotalGreen=0.67714307549, SaturationTotalBlue=0.482217279739, time=0.593043981481, GreenIndex=60.8770506667, LAI=0.0794293333333, Utility=493.08867133688494]","[-1, -1, '63.092592', '63.2692053333']"
33,"[0, 29]","[39.6482787, -82.8172105]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0031.JPG,[],"[1, 29]","[0, 30]","[0, 28]","['Links/Photos_02Aug2018_67', [0, 14]]",[],"['Links/Photos_20AUG2018_33', '[0, 29]']","['Links/Photos_01JUN2018_33', '[0, 29]']","[Latitude=39.6478542222, Longitude=-82.8172058333, BrightnessTotal=0.626928524088, exposureTime=0.003519, xResolution=4000, yResolution=3000, SaturationTotalRed=0.605704089869, SaturationTotalGreen=0.648999387582, SaturationTotalBlue=0.446762347712, time=0.593136574074, GreenIndex=63.092592, LAI=0.109834666667, Utility=511.02681392644485]","[-1, -1, '60.7951146667', '60.8770506667']"
33,"[0, 30]","[39.6482787, -82.8173146]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0032.JPG,[],"[1, 30]","[0, 31]","[0, 29]","['Links/Photos_02Aug2018_67', [0, 15]]",[],"['Links/Photos_20AUG2018_33', '[0, 30]']","['Links/Photos_01JUN2018_33', '[0, 30]']","[Latitude=39.6478528333, Longitude=-82.8173075278, BrightnessTotal=0.632185855802, exposureTime=0.0035, xResolution=4000, yResolution=3000, SaturationTotalRed=0.612081835621, SaturationTotalGreen=0.65348255817, SaturationTotalBlue=0.45834497451, time=0.593217592593, GreenIndex=60.7951146667, LAI=0.095424, Utility=492.4240549132295]","[-1, -1, '63.408992', '63.092592']"
33,"[0, 31]","[39.6482787, -82.8174188]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0033.JPG,[],"[1, 31]","[0, 32]","[0, 30]","['Links/Photos_02Aug2018_67', [0, 15]]",[],"['Links/Photos_20AUG2018_33', '[0, 31]']","['Links/Photos_01JUN2018_33', '[0, 31]']","[Latitude=39.6478517778, Longitude=-82.8174125833, BrightnessTotal=0.643316199163, exposureTime=0.003462, xResolution=4000, yResolution=3000, SaturationTotalRed=0.626059930392, SaturationTotalGreen=0.664629780719, SaturationTotalBlue=0.456299134967, time=0.593310185185, GreenIndex=63.408992, LAI=0.103765333333, Utility=513.589495819756]","[-1, -1, '62.0493866667', '60.7951146667']"
33,"[0, 32]","[39.6482787, -82.817523]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0034.JPG,[],"[1, 32]","[0, 33]","[0, 31]","['Links/Photos_02Aug2018_67', [0, 16]]",[],"['Links/Photos_20AUG2018_33', '[0, 32]']","['Links/Photos_01JUN2018_33', '[0, 32]']","[Latitude=39.6478510833, Longitude=-82.8175197222, BrightnessTotal=0.656192424051, exposureTime=0.003616, xResolution=4000, yResolution=3000, SaturationTotalRed=0.639022478105, SaturationTotalGreen=0.677219022876, SaturationTotalBlue=0.473813068627, time=0.593391203704, GreenIndex=62.0493866667, LAI=0.0925386666667, Utility=502.5811941252444]","[-1, -1, '59.973488', '63.408992']"
33,"[0, 33]","[39.6482787, -82.8176271]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0035.JPG,[],"[1, 33]","[0, 34]","[0, 32]","['Links/Photos_02Aug2018_67', [0, 16]]",[],"['Links/Photos_20AUG2018_33', '[0, 33]']","['Links/Photos_01JUN2018_33', '[0, 33]']","[Latitude=39.6478526667, Longitude=-82.8176255556, BrightnessTotal=0.65213904219, exposureTime=0.003858, xResolution=4000, yResolution=3000, SaturationTotalRed=0.632998595752, SaturationTotalGreen=0.673101425817, SaturationTotalBlue=0.479758348366, time=0.593483796296, GreenIndex=59.973488, LAI=0.0770613333333, Utility=485.7721506038104]","[-1, -1, '60.0882986667', '62.0493866667']"
33,"[0, 34]","[39.6482787, -82.8177313]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0036.JPG,[],"[1, 34]","[0, 35]","[0, 33]","['Links/Photos_02Aug2018_67', [0, 17]]",[],"['Links/Photos_20AUG2018_33', '[0, 34]']","['Links/Photos_01JUN2018_33', '[0, 34]']","[Latitude=39.6478512778, Longitude=-82.8177293333, BrightnessTotal=0.641500459684, exposureTime=0.003735, xResolution=4000, yResolution=3000, SaturationTotalRed=0.620757419281, SaturationTotalGreen=0.662811301307, SaturationTotalBlue=0.471022806536, time=0.593576388889, GreenIndex=60.0882986667, LAI=0.0884746666667, Utility=486.70126503504764]","[-1, -1, '61.30856', '59.973488']"
33,"[0, 35]","[39.6482787, -82.8178355]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0037.JPG,[],"[1, 35]","[0, 36]","[0, 34]","['Links/Photos_02Aug2018_67', [0, 17]]",[],"['Links/Photos_20AUG2018_33', '[0, 35]']","['Links/Photos_01JUN2018_33', '[0, 35]']","[Latitude=39.6478477222, Longitude=-82.8178278889, BrightnessTotal=0.644962371287, exposureTime=0.003755, xResolution=4000, yResolution=3000, SaturationTotalRed=0.623019660458, SaturationTotalGreen=0.666853613725, SaturationTotalBlue=0.471980989542, time=0.593657407407, GreenIndex=61.30856, LAI=0.088544, Utility=496.5820533864732]","[-1, -1, '61.5384106667', '60.0882986667']"
33,"[0, 36]","[39.6482787, -82.8179397]",/data/chumley/tmp/Photos_02Aug2018//North_Path/Images/33.6Feet/Sorte_3/DJI_0038.JPG,[],"[1, 36]","[0, 37]","[0, 35]","['Links/Photos_02Aug2018_67', [0, 18]]",[],"['Links/Photos_20AUG2018_33', '[0, 36]']","['Links/Photos_01JUN2018_33', '[0, 36]']","[Latitude=39.6478521111, Longitude=-82.8179383611, BrightnessTotal=0.643719548166, exposureTime=0.003735, xResolution=4000, yResolution=3000, SaturationTotalRed=0.622557983987, SaturationTotalGreen=0.66547948366, SaturationTotalBlue=0.468887263725, time=0.59375, GreenIndex=61.5384106667, LAI=0.0959146666667, Utility=498.44310728806363]","[-1, -1, '61.9170026667', '61.30856']"
